"日本標準商品分類(平成2年[1990年]6月改定)"
"分類コード","項目名","本籍"
"16907","金属表面処理剤〔（前処理剤）（洗浄剤を除く。）〕",""
"169071","りん酸亜鉛系金属表面処理剤",""
"169072","りん酸マンガン系金属表面処理剤",""
"169073","クロム酸塩系金属表面処理剤",""
"169074","りん酸鉄系金属表面処理剤",""
"169075","酸化銅系金属表面処理剤",""
"169076","酸化鉄系金属表面処理剤",""
"169077","しゅう酸鉄系金属表面処理剤",""
"169078","ふっ化アルミニウム系金属表面処理剤",""
"169079","その他の金属表面処理剤〔（前処理剤）（洗浄剤を除く。）〕",""
"16908","農工業用微生物及び酵素（イースト, こうじ及び種こうじを除く。）",""
"169081","工業用アミラーゼ（ジアスターゼ）",""
"169082","工業用プロテアーゼ",""
"169083","グルコースイソメラーゼ",""
"169084","レンネット及びその代替物",""
"169089","その他の農工業用微生物及び酵素（イースト, こうじ及び種こうじを除く。）",""
"16911","土壌硬化剤",""
"16912","セメント混和剤",""
"169121","セメント拡散剤",""
"169122","セメント防水剤",""
"169123","セメント増強剤",""
"169124","ＡＥ剤（空気連行剤）",""
"169129","その他のセメント混和剤",""
"16913","液晶",""
"169131","ネマティック",""
"169132","コレステリック",""
"169133","スメクティック",""
"169139","その他の液晶",""
"16999","他に分類されない基礎化学製品",""
"17","非金属鉱物基礎製品",""
"171","ガラス基礎製品",""
"1711","板ガラス",""
"17111","普通板ガラス（すり板ガラスを含む。）",""
"171111","普通板ガラス（無色のもの）",""
"171112","普通板ガラス（すり板ガラス）",""
"171113","色板ガラス（熱線吸収ガラスを含む。）",""
"171119","その他の普通板ガラス",""
"17112","変り板（型板）ガラス",""
"171121","薄型（４ミリメートル以下のもの）",""
"171122","厚型（４ミリメートルを超えるもの）",""
"171123","網入型",""
"171124","色板ガラス（熱線吸収ガラス及び色付き網入ガラスを含む。）",""
"171129","その他の変り板（型板）ガラス",""
"17113","フロート及びみがき板ガラス",""
"171131","フロート及びみがき板ガラス（無色のもの）",""
"171132","片面みがき板ガラス（無色のもの）",""
"171133","網入みがき板ガラス（無色のもの）",""
"171134","色板ガラス（熱線吸収, 熱線反射及び色付き網入ガラスを含む。）",""
"171139","その他のフロート及びみがき板ガラス",""
"17114","安全ガラス（着色, 色きせもの, 熱線吸収ガラス及び熱線反射ガラスを含む。）",""
"171141","合わせガラス",""
"171142","強化ガラス",""
"171149","その他の安全ガラス",""
"17115","複層ガラス",""
"17116","ステンドガラス",""
"17119","その他の板ガラス",""
"1712","建築用ガラス製品（板ガラスを除く。）",""
"17121","ガラスブロック",""
"17122","プリズムガラス",""
"17123","多ほう（泡）ガラス",""
"17129","その他の建築用ガラス製品",""
"1713","ガラス棒, ガラス球及びガラス管（電気用および石英ガラスを除く。）",""
"17131","ガラス棒",""
"171311","ガラス繊維原料用ガラス棒",""
"171312","人造真珠用アラバスタガラス棒",""
"171319","その他のガラス棒",""
"17132","ガラス球",""
"171321","ラムネびん用ガラス球",""
"171322","ガラス繊維用ガラス球",""
"171323","人造真珠用原玉",""
"171324","製版用ガラス球",""
"171325","標識用ガラス球",""
"171329","その他のガラス球",""
"17133","ガラス管（電気用を除く。）",""
"171331","温度計用ガラス管",""
"171332","体温計用ガラス管",""
"171333","アンプル用ガラス管",""
"171334","注射筒用ガラス管",""
"171335","計器用ガラス管（温度計及び体温計を除く。）",""
"171336","錠剤びん用ガラス管",""
"171339","その他のガラス管",""
"1714","ガラスレンズ（光学用及び眼鏡用レンズを除く。）",""
"17141","照明用ガラスレンズ",""
"17142","車両・信号用ガラスレンズ（自動車シールドビーム用ガラスレンズを除く。）",""
"17149","その他のガラスレンズ",""
"1715","ガラス繊維製品",""
"17151","ガラス短繊維製品",""
"171511","グラスウール",""
"171512","グラスウールブランケット",""
"171513","グラスウールフェルト",""
"171514","グラスウールボード",""
"171515","グラスウール筒",""
"171516","グラスウールフィルター",""
"171517","吹き込み用グラスウール",""
"171519","その他のガラス短繊維製品",""
"17152","ガラス長繊維製品（ガラス中繊維製品を含む。）",""
"171521","ガラスロービング",""
"171522","ガラスチョップドストランド",""
"171523","ガラスチョップドストランドマット",""
"171524","ガラスマット",""
"171525","ガラスヤーン",""
"171526","ガラスクロス",""
"171527","ガラステープ",""
"171528","ガラスペーパー",""
"171529","その他のガラス長繊維製品",""
"1716","ガラス塊及び粉（ガラスくず, 電気用及び石英ガラスを除く。）",""
"17161","ガラス塊",""
"17162","ガラス粉",""
"17163","光学用ガラス素地",""
"17164","眼鏡用ガラス素地",""
"17169","その他のガラス塊及び粉",""
"1717","電気用ガラス（棒及び管を含む。)",""
"17171","電球類用ガラス",""
"171711","一般照明用ガラスバルブ",""
"171712","小形照明用ガラスバルブ",""
"171713","特殊照明用ガラスバルブ",""
"171714","蛍光ランプ用ガラス管",""
"171715","自動車シールドビーム用ガラスレンズ",""
"171716","電球類用ガラス管及び棒",""
"171719","その他の電球類用ガラス",""
"17172","電子管用ガラス",""
"171721","カラーブラウン管用ガラス",""
"171722","モノクロブラウン管用ガラス",""
"171723","電子管用ガラス管及び棒",""
"171729","その他の電子管用ガラス",""
"17173","電子工業用ガラス（電子管用を除く。）",""
"171731","粉末ガラス（粉末ガラス焼成品を含む。）",""
"171739","その他の電子工業用ガラス",""
"17174","電力用ガラス（電子管用を除く。）",""
"17175","電気製品用ガラス",""
"17179","その他の電気用ガラス",""
"1718","石英ガラス基礎製品",""
"17181","透明石英ガラス",""
"17182","不透明石英ガラス",""
"17189","その他の石英ガラス基礎製品",""
"1719","その他のガラス基礎製品",""
"172","セメント及びセメント関連製品",""
"1721","セメント",""
"17211","ポルトランドセメント",""
"172111","普通ポルトランドセメント",""
"172112","早強ポルトランドセメント",""
"172113","超早強ポルトランドセメント",""
"172114","中庸熱ポルトランドセメント",""
"172115","低熱ポルトランドセメント",""
"172116","耐硫酸塩ポルトランドセメント",""
"172117","白色ポルトランドセメント",""
"172119","その他のポルトランドセメント",""
"17212","高炉セメント",""
"172121","Ａ種高炉セメント",""
"172122","Ｂ種高炉セメント",""
"172123","Ｃ種高炉セメント",""
"172129","その他の高炉セメント",""
"17213","シリカセメント",""
"172131","Ａ種シリカセメント",""
"172132","Ｂ種シリカセメント",""
"172133","Ｃ種シリカセメント",""
"172139","その他のシリカセメント",""
"17214","フライアッシュセメント",""
"172141","Ａ種フライアッシュセメント",""
"172142","Ｂ種フライアッシュセメント",""
"172143","Ｃ種フライアッシュセメント",""
"172149","その他のフライアッシュセメント",""
"17215","アルミナセメント",""
"17216","膨張セメント",""
"17217","超速硬セメント",""
"17218","マグネシアセメント",""
"17219","その他のセメント",""
"1722","コンクリート製品",""
"17221","生コンクリート（レディミクスト・コンクリート）",""
"172211","普通生コンクリート（標準品）",""
"172212","普通生コンクリート（特注品）",""
"172213","軽量生コンクリート（標準品）",""
"172214","軽量生コンクリート（特注品）",""
"172219","その他の生コンクリート",""
"17222","コンクリート管",""
"172221","無筋コンクリート管",""
"172222","鉄筋コンクリート管",""
"172223","プレストレストコンクリート管",""
"172229","その他のコンクリート管",""
"17223","コンクリート柱",""
"172231","プレストレストコンクリート柱",""
"172239","その他のコンクリート柱",""
"17224","コンクリートくい",""
"172241","鉄筋コンクリートくい",""
"172242","プレストレストコンクリートくい",""
"172243","高強度プレストレストコンクリートくい",""
"172249","その他のコンクリートくい",""
"17225","コンクリート板",""
"172251","鉄筋コンクリート板",""
"172252","プレストレストコンクリート板",""
"172253","コンクリート矢板",""
"172259","その他のコンクリート板",""
"17226","コンクリートブロック",""
"172261","建築用コンクリートブロック",""
"172262","土木用コンクリートブロック",""
"172269","その他のコンクリートブロック",""
"17229","その他のコンクリート製品",""
"1723","セメントモルタル製品",""
"17231","セメントがわら",""
"17232","厚形スレート",""
"17239","その他のセメントモルタル製品",""
"1724","木材セメント製品",""
"17241","木毛セメント板",""
"17242","木毛セメントブロック",""
"17243","木片セメント板",""
"17244","木片セメントブロック",""
"17245","パルプセメント板",""
"17246","化粧パルプセメント板",""
"17249","その他の木材セメント製品",""
"1725","気泡コンクリート（ＡＬＣ）製品",""
"17251","気泡コンクリート（ＡＬＣ）パネル",""
"17252","気泡コンクリート（ＡＬＣ）ブロック",""
"17259","その他の気泡コンクリート（ＡＬＣ）製品",""
"1726","テラゾー製品",""
"17261","テラゾーブロック",""
"17262","テラゾータイル",""
"17269","その他のテラゾー製品",""
"1727","石綿セメント製品",""
"17271","石綿スレート",""
"172711","石綿スレートフレキシブル板",""
"172712","石綿スレート平板",""
"172713","石綿スレート軟質板",""
